,DriverNumber,Abbreviation,DriverId,TeamName,TeamColor,TeamId,Position,ClassifiedPosition,Q1,Q2,Q3,Time,Event_Name
56,20,MAG,kevin_magnussen,Haas F1 Team,b6babd,haas,17.0,,0 days 00:01:20.254000,,,,Australian Grand Prix
57,5,VET,vettel,Aston Martin,2d826d,aston_martin,18.0,,0 days 00:01:21.149000,,,,Australian Grand Prix
58,6,LAT,latifi,Williams,37bedd,williams,19.0,,0 days 00:01:21.372000,,,,Australian Grand Prix
59,18,STR,stroll,Aston Martin,2d826d,aston_martin,20.0,,,,,,Australian Grand Prix
60,1,VER,max_verstappen,Red Bull Racing,1e5bc6,red_bull,1.0,,0 days 00:01:19.295000,0 days 00:01:18.793000,0 days 00:01:27.999000,,Emilia Romagna Grand Prix
61,16,LEC,leclerc,Ferrari,ed1c24,ferrari,2.0,,0 days 00:01:18.796000,0 days 00:01:19.584000,0 days 00:01:28.778000,,Emilia Romagna Grand Prix
62,4,NOR,norris,McLaren,f58020,mclaren,3.0,,0 days 00:01:20.168000,0 days 00:01:19.294000,0 days 00:01:29.131000,,Emilia Romagna Grand Prix
63,20,MAG,kevin_magnussen,Haas F1 Team,b6babd,haas,4.0,,0 days 00:01:20.147000,0 days 00:01:19.902000,0 days 00:01:29.164000,,Emilia Romagna Grand Prix
64,14,ALO,alonso,Alpine,2293d1,alpine,5.0,,0 days 00:01:20.198000,0 days 00:01:19.595000,0 days 00:01:29.202000,,Emilia Romagna Grand Prix
65,3,RIC,ricciardo,McLaren,f58020,mclaren,6.0,,0 days 00:01:19.980000,0 days 00:01:20.031000,0 days 00:01:29.742000,,Emilia Romagna Grand Prix
66,11,PER,perez,Red Bull Racing,1e5bc6,red_bull,7.0,,0 days 00:01:19.773000,0 days 00:01:19.296000,0 days 00:01:29.808000,,Emilia Romagna Grand Prix
67,77,BOT,bottas,Alfa Romeo,b12039,alfa,8.0,,0 days 00:01:20.419000,0 days 00:01:20.192000,0 days 00:01:30.439000,,Emilia Romagna Grand Prix
68,5,VET,vettel,Aston Martin,2d826d,aston_martin,9.0,,0 days 00:01:20.364000,0 days 00:01:19.957000,0 days 00:01:31.062000,,Emilia Romagna Grand Prix
69,55,SAI,sainz,Ferrari,ed1c24,ferrari,10.0,,0 days 00:01:19.305000,0 days 00:01:18.990000,,,Emilia Romagna Grand Prix
70,63,RUS,russell,Mercedes,6cd3bf,mercedes,11.0,,0 days 00:01:20.383000,0 days 00:01:20.757000,,,Emilia Romagna Grand Prix
71,47,MSC,mick_schumacher,Haas F1 Team,b6babd,haas,12.0,,0 days 00:01:20.422000,0 days 00:01:20.916000,,,Emilia Romagna Grand Prix
72,44,HAM,hamilton,Mercedes,6cd3bf,mercedes,13.0,,0 days 00:01:20.470000,0 days 00:01:21.138000,,,Emilia Romagna Grand Prix
73,24,ZHO,zhou,Alfa Romeo,b12039,alfa,14.0,,0 days 00:01:19.730000,0 days 00:01:21.434000,,,Emilia Romagna Grand Prix
74,18,STR,stroll,Aston Martin,2d826d,aston_martin,15.0,,0 days 00:01:20.342000,0 days 00:01:28.119000,,,Emilia Romagna Grand Prix
75,22,TSU,tsunoda,AlphaTauri,4e7c9b,alphatauri,16.0,,0 days 00:01:20.474000,,,,Emilia Romagna Grand Prix
76,10,GAS,gasly,AlphaTauri,4e7c9b,alphatauri,17.0,,0 days 00:01:20.732000,,,,Emilia Romagna Grand Prix
77,6,LAT,latifi,Williams,37bedd,williams,18.0,,0 days 00:01:21.971000,,,,Emilia Romagna Grand Prix
78,31,OCO,ocon,Alpine,2293d1,alpine,19.0,,0 days 00:01:22.338000,,,,Emilia Romagna Grand Prix
79,23,ALB,albon,Williams,37bedd,williams,20.0,,,,,,Emilia Romagna Grand Prix
80,16,LEC,leclerc,Ferrari,ed1c24,ferrari,1.0,,0 days 00:01:29.474000,0 days 00:01:29.130000,0 days 00:01:28.796000,,Miami Grand Prix
81,55,SAI,sainz,Ferrari,ed1c24,ferrari,2.0,,0 days 00:01:30.079000,0 days 00:01:29.729000,0 days 00:01:28.986000,,Miami Grand Prix
82,1,VER,max_verstappen,Red Bull Racing,1e5bc6,red_bull,3.0,,0 days 00:01:29.836000,0 days 00:01:29.202000,0 days 00:01:28.991000,,Miami Grand Prix
83,11,PER,perez,Red Bull Racing,1e5bc6,red_bull,4.0,,0 days 00:01:30.055000,0 days 00:01:29.673000,0 days 00:01:29.036000,,Miami Grand Prix
84,77,BOT,bottas,Alfa Romeo,b12039,alfa,5.0,,0 days 00:01:30.845000,0 days 00:01:29.751000,0 days 00:01:29.475000,,Miami Grand Prix
85,44,HAM,hamilton,Mercedes,6cd3bf,mercedes,6.0,,0 days 00:01:30.388000,0 days 00:01:29.797000,0 days 00:01:29.625000,,Miami Grand Prix
86,10,GAS,gasly,AlphaTauri,4e7c9b,alphatauri,7.0,,0 days 00:01:30.779000,0 days 00:01:30.128000,0 days 00:01:29.690000,,Miami Grand Prix
87,4,NOR,norris,McLaren,f58020,mclaren,8.0,,0 days 00:01:30.761000,0 days 00:01:29.634000,0 days 00:01:29.750000,,Miami Grand Prix
88,22,TSU,tsunoda,AlphaTauri,4e7c9b,alphatauri,9.0,,0 days 00:01:30.485000,0 days 00:01:30.031000,0 days 00:01:29.932000,,Miami Grand Prix
89,18,STR,stroll,Aston Martin,2d826d,aston_martin,10.0,,0 days 00:01:30.441000,0 days 00:01:29.996000,0 days 00:01:30.676000,,Miami Grand Prix
90,14,ALO,alonso,Alpine,2293d1,alpine,11.0,,0 days 00:01:30.407000,0 days 00:01:30.160000,,,Miami Grand Prix
91,63,RUS,russell,Mercedes,6cd3bf,mercedes,12.0,,0 days 00:01:30.490000,0 days 00:01:30.173000,,,Miami Grand Prix
92,5,VET,vettel,Aston Martin,2d826d,aston_martin,13.0,,0 days 00:01:30.677000,0 days 00:01:30.214000,,,Miami Grand Prix
93,3,RIC,ricciardo,McLaren,f58020,mclaren,14.0,,0 days 00:01:30.583000,0 days 00:01:30.310000,,,Miami Grand Prix
94,47,MSC,mick_schumacher,Haas F1 Team,b6babd,haas,15.0,,0 days 00:01:30.645000,0 days 00:01:30.423000,,,Miami Grand Prix
95,20,MAG,kevin_magnussen,Haas F1 Team,b6babd,haas,16.0,,0 days 00:01:30.975000,,,,Miami Grand Prix
96,24,ZHO,zhou,Alfa Romeo,b12039,alfa,17.0,,0 days 00:01:31.020000,,,,Miami Grand Prix
97,23,ALB,albon,Williams,37bedd,williams,18.0,,0 days 00:01:31.266000,,,,Miami Grand Prix
98,6,LAT,latifi,Williams,37bedd,williams,19.0,,0 days 00:01:31.325000,,,,Miami Grand Prix
99,31,OCO,ocon,Alpine,2293d1,alpine,20.0,,,,,,Miami Grand Prix
100,16,LEC,leclerc,Ferrari,ed1c24,ferrari,1.0,,0 days 00:01:19.861000,0 days 00:01:19.969000,0 days 00:01:18.750000,,Spanish Grand Prix
101,1,VER,max_verstappen,Red Bull Racing,1e5bc6,red_bull,2.0,,0 days 00:01:20.091000,0 days 00:01:19.219000,0 days 00:01:19.073000,,Spanish Grand Prix
102,55,SAI,sainz,Ferrari,ed1c24,ferrari,3.0,,0 days 00:01:19.892000,0 days 00:01:19.453000,0 days 00:01:19.166000,,Spanish Grand Prix
103,63,RUS,russell,Mercedes,6cd3bf,mercedes,4.0,,0 days 00:01:20.218000,0 days 00:01:19.470000,0 days 00:01:19.393000,,Spanish Grand Prix
104,11,PER,perez,Red Bull Racing,1e5bc6,red_bull,5.0,,0 days 00:01:20.447000,0 days 00:01:19.830000,0 days 00:01:19.420000,,Spanish Grand Prix
105,44,HAM,hamilton,Mercedes,6cd3bf,mercedes,6.0,,0 days 00:01:20.252000,0 days 00:01:19.794000,0 days 00:01:19.512000,,Spanish Grand Prix
106,77,BOT,bottas,Alfa Romeo,b12039,alfa,7.0,,0 days 00:01:20.355000,0 days 00:01:20.053000,0 days 00:01:19.608000,,Spanish Grand Prix
107,20,MAG,kevin_magnussen,Haas F1 Team,b6babd,haas,8.0,,0 days 00:01:20.227000,0 days 00:01:19.810000,0 days 00:01:19.682000,,Spanish Grand Prix
108,3,RIC,ricciardo,McLaren,f58020,mclaren,9.0,,0 days 00:01:20.549000,0 days 00:01:20.287000,0 days 00:01:20.297000,,Spanish Grand Prix
109,47,MSC,mick_schumacher,Haas F1 Team,b6babd,haas,10.0,,0 days 00:01:20.683000,0 days 00:01:20.436000,0 days 00:01:20.368000,,Spanish Grand Prix
110,4,NOR,norris,McLaren,f58020,mclaren,11.0,,0 days 00:01:20.838000,0 days 00:01:20.471000,,,Spanish Grand Prix
111,31,OCO,ocon,Alpine,2293d1,alpine,12.0,,0 days 00:01:20.880000,0 days 00:01:20.638000,,,Spanish Grand Prix
112,22,TSU,tsunoda,AlphaTauri,4e7c9b,alphatauri,13.0,,0 days 00:01:20.707000,0 days 00:01:20.639000,,,Spanish Grand Prix
113,10,GAS,gasly,AlphaTauri,4e7c9b,alphatauri,14.0,,0 days 00:01:20.719000,0 days 00:01:20.861000,,,Spanish Grand Prix
114,24,ZHO,zhou,Alfa Romeo,b12039,alfa,15.0,,0 days 00:01:20.476000,0 days 00:01:21.094000,,,Spanish Grand Prix
115,5,VET,vettel,Aston Martin,2d826d,aston_martin,16.0,,0 days 00:01:20.954000,,,,Spanish Grand Prix
116,14,ALO,alonso,Alpine,2293d1,alpine,17.0,,0 days 00:01:21.043000,,,,Spanish Grand Prix
117,18,STR,stroll,Aston Martin,2d826d,aston_martin,18.0,,0 days 00:01:21.418000,,,,Spanish Grand Prix
118,23,ALB,albon,Williams,37bedd,williams,19.0,,0 days 00:01:21.645000,,,,Spanish Grand Prix
119,6,LAT,latifi,Williams,37bedd,williams,20.0,,0 days 00:01:21.915000,,,,Spanish Grand Prix
120,16,LEC,leclerc,Ferrari,ed1c24,ferrari,1.0,,0 days 00:01:12.569000,0 days 00:01:11.864000,0 days 00:01:11.376000,,Monaco Grand Prix
121,55,SAI,sainz,Ferrari,ed1c24,ferrari,2.0,,0 days 00:01:12.616000,0 days 00:01:12.074000,0 days 00:01:11.601000,,Monaco Grand Prix
122,11,PER,perez,Red Bull Racing,1e5bc6,red_bull,3.0,,0 days 00:01:13.004000,0 days 00:01:11.954000,0 days 00:01:11.629000,,Monaco Grand Prix
123,1,VER,max_verstappen,Red Bull Racing,1e5bc6,red_bull,4.0,,0 days 00:01:12.993000,0 days 00:01:12.117000,0 days 00:01:11.666000,,Monaco Grand Prix
124,4,NOR,norris,McLaren,f58020,mclaren,5.0,,0 days 00:01:12.927000,0 days 00:01:12.266000,0 days 00:01:11.849000,,Monaco Grand Prix
125,63,RUS,russell,Mercedes,6cd3bf,mercedes,6.0,,0 days 00:01:12.787000,0 days 00:01:12.617000,0 days 00:01:12.112000,,Monaco Grand Prix
126,14,ALO,alonso,Alpine,2293d1,alpine,7.0,,0 days 00:01:13.394000,0 days 00:01:12.688000,0 days 00:01:12.247000,,Monaco Grand Prix
127,44,HAM,hamilton,Mercedes,6cd3bf,mercedes,8.0,,0 days 00:01:13.444000,0 days 00:01:12.595000,0 days 00:01:12.560000,,Monaco Grand Prix
128,5,VET,vettel,Aston Martin,2d826d,aston_martin,9.0,,0 days 00:01:13.313000,0 days 00:01:12.613000,0 days 00:01:12.732000,,Monaco Grand Prix
129,31,OCO,ocon,Alpine,2293d1,alpine,10.0,,0 days 00:01:12.848000,0 days 00:01:12.528000,0 days 00:01:13.047000,,Monaco Grand Prix
130,22,TSU,tsunoda,AlphaTauri,4e7c9b,alphatauri,11.0,,0 days 00:01:13.110000,0 days 00:01:12.797000,,,Monaco Grand Prix
131,77,BOT,bottas,Alfa Romeo,b12039,alfa,12.0,,0 days 00:01:13.541000,0 days 00:01:12.909000,,,Monaco Grand Prix
132,20,MAG,kevin_magnussen,Haas F1 Team,b6babd,haas,13.0,,0 days 00:01:13.069000,0 days 00:01:12.921000,,,Monaco Grand Prix
133,3,RIC,ricciardo,McLaren,f58020,mclaren,14.0,,0 days 00:01:13.338000,0 days 00:01:12.964000,,,Monaco Grand Prix
134,47,MSC,mick_schumacher,Haas F1 Team,b6babd,haas,15.0,,0 days 00:01:13.469000,0 days 00:01:13.081000,,,Monaco Grand Prix
135,23,ALB,albon,Williams,37bedd,williams,16.0,,0 days 00:01:13.611000,,,,Monaco Grand Prix
136,10,GAS,gasly,AlphaTauri,4e7c9b,alphatauri,17.0,,0 days 00:01:13.660000,,,,Monaco Grand Prix
137,18,STR,stroll,Aston Martin,2d826d,aston_martin,18.0,,0 days 00:01:13.678000,,,,Monaco Grand Prix
138,6,LAT,latifi,Williams,37bedd,williams,19.0,,0 days 00:01:14.403000,,,,Monaco Grand Prix
139,24,ZHO,zhou,Alfa Romeo,b12039,alfa,20.0,,0 days 00:01:15.606000,,,,Monaco Grand Prix
140,16,LEC,leclerc,Ferrari,ed1c24,ferrari,1.0,,0 days 00:01:42.865000,0 days 00:01:42.046000,0 days 00:01:41.359000,,Azerbaijan Grand Prix
141,11,PER,perez,Red Bull Racing,1e5bc6,red_bull,2.0,,0 days 00:01:42.733000,0 days 00:01:41.955000,0 days 00:01:41.641000,,Azerbaijan Grand Prix
142,1,VER,max_verstappen,Red Bull Racing,1e5bc6,red_bull,3.0,,0 days 00:01:42.722000,0 days 00:01:42.227000,0 days 00:01:41.706000,,Azerbaijan Grand Prix
143,55,SAI,sainz,Ferrari,ed1c24,ferrari,4.0,,0 days 00:01:42.957000,0 days 00:01:42.088000,0 days 00:01:41.814000,,Azerbaijan Grand Prix
144,63,RUS,russell,Mercedes,6cd3bf,mercedes,5.0,,0 days 00:01:43.754000,0 days 00:01:43.281000,0 days 00:01:42.712000,,Azerbaijan Grand Prix
145,10,GAS,gasly,AlphaTauri,4e7c9b,alphatauri,6.0,,0 days 00:01:43.268000,0 days 00:01:43.129000,0 days 00:01:42.845000,,Azerbaijan Grand Prix
146,44,HAM,hamilton,Mercedes,6cd3bf,mercedes,7.0,,0 days 00:01:43.939000,0 days 00:01:43.182000,0 days 00:01:42.924000,,Azerbaijan Grand Prix
147,22,TSU,tsunoda,AlphaTauri,4e7c9b,alphatauri,8.0,,0 days 00:01:43.595000,0 days 00:01:43.376000,0 days 00:01:43.056000,,Azerbaijan Grand Prix
148,5,VET,vettel,Aston Martin,2d826d,aston_martin,9.0,,0 days 00:01:43.279000,0 days 00:01:43.268000,0 days 00:01:43.091000,,Azerbaijan Grand Prix
149,14,ALO,alonso,Alpine,2293d1,alpine,10.0,,0 days 00:01:44.083000,0 days 00:01:43.360000,0 days 00:01:43.173000,,Azerbaijan Grand Prix
150,4,NOR,norris,McLaren,f58020,mclaren,11.0,,0 days 00:01:44.237000,0 days 00:01:43.398000,,,Azerbaijan Grand Prix
151,3,RIC,ricciardo,McLaren,f58020,mclaren,12.0,,0 days 00:01:44.437000,0 days 00:01:43.574000,,,Azerbaijan Grand Prix
152,31,OCO,ocon,Alpine,2293d1,alpine,13.0,,0 days 00:01:43.903000,0 days 00:01:43.585000,,,Azerbaijan Grand Prix
153,24,ZHO,zhou,Alfa Romeo,b12039,alfa,14.0,,0 days 00:01:43.777000,0 days 00:01:43.790000,,,Azerbaijan Grand Prix
154,77,BOT,bottas,Alfa Romeo,b12039,alfa,15.0,,0 days 00:01:44.478000,0 days 00:01:44.444000,,,Azerbaijan Grand Prix
155,20,MAG,kevin_magnussen,Haas F1 Team,b6babd,haas,16.0,,0 days 00:01:44.643000,,,,Azerbaijan Grand Prix
156,23,ALB,albon,Williams,37bedd,williams,17.0,,0 days 00:01:44.719000,,,,Azerbaijan Grand Prix
157,6,LAT,latifi,Williams,37bedd,williams,18.0,,0 days 00:01:45.367000,,,,Azerbaijan Grand Prix
158,18,STR,stroll,Aston Martin,2d826d,aston_martin,19.0,,0 days 00:01:45.371000,,,,Azerbaijan Grand Prix
159,47,MSC,mick_schumacher,Haas F1 Team,b6babd,haas,20.0,,0 days 00:01:45.775000,,,,Azerbaijan Grand Prix
160,1,VER,max_verstappen,Red Bull Racing,1e5bc6,red_bull,1.0,,0 days 00:01:32.219000,0 days 00:01:23.746000,0 days 00:01:21.299000,,Canadian Grand Prix
161,14,ALO,alonso,Alpine,2293d1,alpine,2.0,,0 days 00:01:32.277000,0 days 00:01:24.848000,0 days 00:01:21.944000,,Canadian Grand Prix
162,55,SAI,sainz,Ferrari,ed1c24,ferrari,3.0,,0 days 00:01:32.781000,0 days 00:01:25.197000,0 days 00:01:22.096000,,Canadian Grand Prix
163,44,HAM,hamilton,Mercedes,6cd3bf,mercedes,4.0,,0 days 00:01:33.841000,0 days 00:01:25.543000,0 days 00:01:22.891000,,Canadian Grand Prix
164,20,MAG,kevin_magnussen,Haas F1 Team,b6babd,haas,5.0,,0 days 00:01:32.957000,0 days 00:01:26.254000,0 days 00:01:22.960000,,Canadian Grand Prix
165,47,MSC,mick_schumacher,Haas F1 Team,b6babd,haas,6.0,,0 days 00:01:33.707000,0 days 00:01:25.684000,0 days 00:01:23.356000,,Canadian Grand Prix
166,31,OCO,ocon,Alpine,2293d1,alpine,7.0,,0 days 00:01:33.012000,0 days 00:01:26.135000,0 days 00:01:23.529000,,Canadian Grand Prix
167,63,RUS,russell,Mercedes,6cd3bf,mercedes,8.0,,0 days 00:01:33.160000,0 days 00:01:24.950000,0 days 00:01:23.557000,,Canadian Grand Prix
168,3,RIC,ricciardo,McLaren,f58020,mclaren,9.0,,0 days 00:01:33.636000,0 days 00:01:26.375000,0 days 00:01:23.749000,,Canadian Grand Prix
169,24,ZHO,zhou,Alfa Romeo,b12039,alfa,10.0,,0 days 00:01:33.692000,0 days 00:01:26.116000,0 days 00:01:24.030000,,Canadian Grand Prix
170,77,BOT,bottas,Alfa Romeo,b12039,alfa,11.0,,0 days 00:01:33.689000,0 days 00:01:26.788000,,,Canadian Grand Prix
171,23,ALB,albon,Williams,37bedd,williams,12.0,,0 days 00:01:34.047000,0 days 00:01:26.858000,,,Canadian Grand Prix
172,11,PER,perez,Red Bull Racing,1e5bc6,red_bull,13.0,,0 days 00:01:33.929000,0 days 00:01:33.127000,,,Canadian Grand Prix
173,4,NOR,norris,McLaren,f58020,mclaren,14.0,,0 days 00:01:34.066000,,,,Canadian Grand Prix
174,16,LEC,leclerc,Ferrari,ed1c24,ferrari,15.0,,0 days 00:01:33.008000,,,,Canadian Grand Prix
175,10,GAS,gasly,AlphaTauri,4e7c9b,alphatauri,16.0,,0 days 00:01:34.492000,,,,Canadian Grand Prix
176,5,VET,vettel,Aston Martin,2d826d,aston_martin,17.0,,0 days 00:01:34.512000,,,,Canadian Grand Prix
177,18,STR,stroll,Aston Martin,2d826d,aston_martin,18.0,,0 days 00:01:35.532000,,,,Canadian Grand Prix
178,6,LAT,latifi,Williams,37bedd,williams,19.0,,0 days 00:01:35.660000,,,,Canadian Grand Prix
